sim gen PatchID NewPatchID ID Age AgeRecruit BreedPerf Disp DispProba FailInterc SucInterc FailSlope SucSlope NbProspPatch
0 0 0 7 1 15 8 1 1 0.5 0.5 -9999 -9999 -9999 19
0 0 0 5 2 8 3 0 1 0.5 0.5 -9999 -9999 -9999 13
0 0 0 0 3 11 8 1 0 0 0.5 -9999 -9999 -9999 4
0 0 0 0 4 15 5 1 0 0 0.5 -9999 -9999 -9999 8
0 0 0 0 6 15 4 1 0 0 0.5 -9999 -9999 -9999 1
0 0 0 0 7 7 4 1 0 0 0.5 -9999 -9999 -9999 4
0 0 0 7 8 6 6 0 1 0.5 0.5 -9999 -9999 -9999 14
0 0 0 21 9 16 6 1 1 0.5 0.5 -9999 -9999 -9999 5
0 0 0 2 10 14 4 1 1 0.5 0.5 -9999 -9999 -9999 0
0 0 0 0 11 5 5 0 0 0 0.5 -9999 -9999 -9999 2
0 0 0 0 13 15 4 0 0 0 0.5 -9999 -9999 -9999 9
0 0 0 0 14 14 5 0 0 0 0.5 -9999 -9999 -9999 20
0 0 0 5 16 8 8 0 1 0.5 0.5 -9999 -9999 -9999 9
0 0 0 0 18 11 3 1 0 0 0.5 -9999 -9999 -9999 15
0 0 0 10 19 12 3 1 1 0.5 0.5 -9999 -9999 -9999 2
0 0 0 0 21 4 3 1 0 0 0.5 -9999 -9999 -9999 3
0 0 0 5 22 10 4 1 1 0.5 0.5 -9999 -9999 -9999 22
0 0 0 23 23 11 6 1 1 0.5 0.5 -9999 -9999 -9999 0
0 0 0 4 25 4 2 0 1 0.5 0.5 -9999 -9999 -9999 1
0 0 0 5 26 3 3 0 1 0.5 0.5 -9999 -9999 -9999 0
0 0 0 0 27 13 4 1 0 0 0.5 -9999 -9999 -9999 22
0 0 0 0 28 8 5 1 0 0 0.5 -9999 -9999 -9999 19
0 0 0 0 29 6 4 1 0 0 0.5 -9999 -9999 -9999 1
0 0 0 0 30 7 6 1 0 0 0.5 -9999 -9999 -9999 1
0 0 0 5 31 8 6 1 1 0.5 0.5 -9999 -9999 -9999 20
0 0 0 7 32 10 4 0 1 0.5 0.5 -9999 -9999 -9999 13
0 0 0 0 33 14 5 1 0 0 0.5 -9999 -9999 -9999 23
0 0 0 21 34 15 4 0 1 0.5 0.5 -9999 -9999 -9999 9
0 0 0 0 35 10 4 1 0 0 0.5 -9999 -9999 -9999 17
0 0 0 7 37 16 6 1 1 0.5 0.5 -9999 -9999 -9999 17
0 0 0 0 39 3 1 0 0 0 0.5 -9999 -9999 -9999 2
0 0 0 7 40 16 5 1 1 0.5 0.5 -9999 -9999 -9999 13
0 0 0 5 42 16 2 1 1 0.5 0.5 -9999 -9999 -9999 14
0 0 0 0 43 8 4 1 0 0 0.5 -9999 -9999 -9999 7
0 0 0 0 44 10 8 0 0 0 0.5 -9999 -9999 -9999 12
0 0 0 16 46 14 6 1 1 0.5 0.5 -9999 -9999 -9999 0
0 0 0 0 47 13 4 0 0 0 0.5 -9999 -9999 -9999 1
0 0 0 0 50 8 4 1 0 0 0.5 -9999 -9999 -9999 19
0 0 0 0 51 13 4 1 0 0 0.5 -9999 -9999 -9999 5
0 0 0 5 52 16 4 0 1 0.5 0.5 -9999 -9999 -9999 11
0 0 0 0 53 9 5 1 0 0 0.5 -9999 -9999 -9999 12
0 0 0 21 55 14 6 1 1 0.5 0.5 -9999 -9999 -9999 7
0 0 0 7 56 2 2 0 1 0.5 0.5 -9999 -9999 -9999 20
0 0 0 5 58 13 5 1 1 0.5 0.5 -9999 -9999 -9999 18
0 0 0 14 60 12 2 1 1 0.5 0.5 -9999 -9999 -9999 6
0 0 0 18 62 15 7 1 1 0.5 0.5 -9999 -9999 -9999 4
0 0 0 0 65 14 5 1 0 0 0.5 -9999 -9999 -9999 23
0 0 0 19 66 9 5 1 1 0.5 0.5 -9999 -9999 -9999 1
0 0 0 0 67 4 4 0 0 0 0.5 -9999 -9999 -9999 21
0 0 0 7 68 15 6 1 1 0.5 0.5 -9999 -9999 -9999 10
0 0 0 0 69 15 1 1 0 0 0.5 -9999 -9999 -9999 5
0 0 0 0 70 4 3 1 0 0 0.5 -9999 -9999 -9999 13
0 0 0 5 71 13 7 1 1 0.5 0.5 -9999 -9999 -9999 16
0 0 0 7 72 16 14 1 1 0.5 0.5 -9999 -9999 -9999 2
0 0 0 24 73 11 5 1 1 0.5 0.5 -9999 -9999 -9999 1
0 0 0 5 75 5 2 0 1 0.5 0.5 -9999 -9999 -9999 24
0 0 0 0 76 5 3 0 0 0 0.5 -9999 -9999 -9999 1
0 0 0 7 78 15 5 1 1 0.5 0.5 -9999 -9999 -9999 3
0 0 0 5 79 15 4 0 1 0.5 0.5 -9999 -9999 -9999 21
0 0 0 0 80 14 5 0 0 0 0.5 -9999 -9999 -9999 13
0 0 0 5 81 13 12 1 1 0.5 0.5 -9999 -9999 -9999 20
0 0 0 18 82 5 4 1 1 0.5 0.5 -9999 -9999 -9999 3
0 0 0 5 84 5 4 1 1 0.5 0.5 -9999 -9999 -9999 18
0 0 0 0 85 6 4 1 0 0 0.5 -9999 -9999 -9999 0
0 0 0 5 86 2 2 0 1 0.5 0.5 -9999 -9999 -9999 11
0 0 0 5 87 9 3 1 1 0.5 0.5 -9999 -9999 -9999 19
0 0 0 6 90 12 5 1 1 0.5 0.5 -9999 -9999 -9999 8
0 0 0 21 91 14 9 0 1 0.5 0.5 -9999 -9999 -9999 12
0 0 0 0 92 16 9 1 0 0 0.5 -9999 -9999 -9999 23
0 0 0 0 93 7 4 1 0 0 0.5 -9999 -9999 -9999 17
0 0 0 0 94 5 5 0 0 0 0.5 -9999 -9999 -9999 13
0 0 0 14 95 8 6 1 1 0.5 0.5 -9999 -9999 -9999 15
0 0 0 0 96 11 2 0 0 0 0.5 -9999 -9999 -9999 2
0 0 0 0 97 16 3 1 0 0 0.5 -9999 -9999 -9999 9
0 0 0 5 98 16 5 1 1 0.5 0.5 -9999 -9999 -9999 2
0 0 0 0 99 14 6 1 0 0 0.5 -9999 -9999 -9999 6
0 0 0 0 2516 1 1 0 0 0 0.5 -9999 -9999 -9999 2
0 0 0 0 2565 1 1 0 0 0 0.5 -9999 -9999 -9999 6
0 0 0 5 2588 1 1 0 1 0.5 0.5 -9999 -9999 -9999 13
0 0 1 15 104 13 8 0 1 0.5 0.5 -9999 -9999 -9999 3
0 0 1 1 107 4 4 0 0 0 0.5 -9999 -9999 -9999 22
0 0 1 7 108 13 4 1 1 0.5 0.5 -9999 -9999 -9999 21
0 0 1 7 109 7 3 1 1 0.5 0.5 -9999 -9999 -9999 8
0 0 1 5 111 14 10 1 1 0.5 0.5 -9999 -9999 -9999 17
0 0 1 5 112 14 7 1 1 0.5 0.5 -9999 -9999 -9999 14
0 0 1 1 113 6 1 0 0 0 0.5 -9999 -9999 -9999 12
0 0 1 1 115 16 6 1 0 0 0.5 -9999 -9999 -9999 2
0 0 1 5 116 8 5 1 1 0.5 0.5 -9999 -9999 -9999 17
0 0 1 1 117 6 5 1 0 0 0.5 -9999 -9999 -9999 7
0 0 1 1 119 6 3 1 0 0 0.5 -9999 -9999 -9999 4
0 0 1 1 121 12 2 0 0 0 0.5 -9999 -9999 -9999 0
0 0 1 5 122 3 2 1 1 0.5 0.5 -9999 -9999 -9999 19
0 0 1 7 123 10 3 1 1 0.5 0.5 -9999 -9999 -9999 6
0 0 1 5 124 9 4 1 1 0.5 0.5 -9999 -9999 -9999 17
0 0 1 1 127 10 7 1 0 0 0.5 -9999 -9999 -9999 14
0 0 1 5 130 5 1 0 1 0.5 0.5 -9999 -9999 -9999 10
0 0 1 1 131 9 6 1 0 0 0.5 -9999 -9999 -9999 19
0 0 1 21 132 12 9 0 1 0.5 0.5 -9999 -9999 -9999 5
0 0 1 1 134 15 3 1 0 0 0.5 -9999 -9999 -9999 5
0 0 1 5 137 5 4 1 1 0.5 0.5 -9999 -9999 -9999 16
0 0 1 5 138 9 5 1 1 0.5 0.5 -9999 -9999 -9999 19
0 0 1 1 143 5 3 1 0 0 0.5 -9999 -9999 -9999 21
0 0 1 5 144 7 6 1 1 0.5 0.5 -9999 -9999 -9999 22
0 0 1 5 145 13 7 0 1 0.5 0.5 -9999 -9999 -9999 20
0 0 1 1 146 15 4 1 0 0 0.5 -9999 -9999 -9999 1
0 0 1 21 148 14 5 0 1 0.5 0.5 -9999 -9999 -9999 15
0 0 1 1 149 15 4 0 0 0 0.5 -9999 -9999 -9999 7
0 0 1 1 151 14 6 1 0 0 0.5 -9999 -9999 -9999 4
0 0 1 0 152 14 7 1 1 0.5 0.5 -9999 -9999 -9999 0
0 0 1 7 153 5 3 1 1 0.5 0.5 -9999 -9999 -9999 19
0 0 1 5 154 14 4 1 1 0.5 0.5 -9999 -9999 -9999 19
0 0 1 5 155 11 9 0 1 0.5 0.5 -9999 -9999 -9999 13
0 0 1 14 156 3 2 1 1 0.5 0.5 -9999 -9999 -9999 9
0 0 1 1 158 8 2 1 0 0 0.5 -9999 -9999 -9999 17
0 0 1 10 159 5 1 1 1 0.5 0.5 -9999 -9999 -9999 7
0 0 1 1 160 9 9 0 0 0 0.5 -9999 -9999 -9999 1
0 0 1 1 163 12 2 1 0 0 0.5 -9999 -9999 -9999 5
0 0 1 1 164 11 4 1 0 0 0.5 -9999 -9999 -9999 16
0 0 1 21 166 7 5 1 1 0.5 0.5 -9999 -9999 -9999 7
0 0 1 5 168 8 4 1 1 0.5 0.5 -9999 -9999 -9999 16
0 0 1 21 169 8 0 1 1 0.5 0.5 -9999 -9999 -9999 6
0 0 1 1 170 5 1 1 0 0 0.5 -9999 -9999 -9999 24
0 0 1 1 177 15 2 1 0 0 0.5 -9999 -9999 -9999 21
0 0 1 1 179 7 6 1 0 0 0.5 -9999 -9999 -9999 14
0 0 1 7 180 8 2 1 1 0.5 0.5 -9999 -9999 -9999 8
0 0 1 5 181 5 1 1 1 0.5 0.5 -9999 -9999 -9999 11
0 0 1 1 182 9 3 0 0 0 0.5 -9999 -9999 -9999 5
0 0 1 5 184 9 4 0 1 0.5 0.5 -9999 -9999 -9999 6
0 0 1 5 185 13 2 1 1 0.5 0.5 -9999 -9999 -9999 21
0 0 1 10 186 6 4 0 1 0.5 0.5 -9999 -9999 -9999 2
0 0 1 7 187 8 8 0 1 0.5 0.5 -9999 -9999 -9999 13
0 0 1 1 191 15 5 0 0 0 0.5 -9999 -9999 -9999 16
0 0 1 5 192 15 4 1 1 0.5 0.5 -9999 -9999 -9999 20
0 0 1 7 193 8 4 0 1 0.5 0.5 -9999 -9999 -9999 18
0 0 1 0 194 15 5 1 1 0.5 0.5 -9999 -9999 -9999 1
0 0 1 1 195 9 7 1 0 0 0.5 -9999 -9999 -9999 18
0 0 1 21 196 8 3 1 1 0.5 0.5 -9999 -9999 -9999 3
0 0 1 1 197 6 6 0 0 0 0.5 -9999 -9999 -9999 18
0 0 1 1 198 9 7 1 0 0 0.5 -9999 -9999 -9999 11
0 0 1 1 199 16 6 1 0 0 0.5 -9999 -9999 -9999 16
0 0 2 2 201 6 3 0 0 0 0.5 -9999 -9999 -9999 11
0 0 2 5 202 12 5 0 1 0.5 0.5 -9999 -9999 -9999 4
0 0 2 2 203 7 4 0 0 0 0.5 -9999 -9999 -9999 12
0 0 2 5 206 8 4 0 1 0.5 0.5 -9999 -9999 -9999 21
0 0 2 5 208 10 7 0 1 0.5 0.5 -9999 -9999 -9999 11
0 0 2 2 209 8 7 0 0 0 0.5 -9999 -9999 -9999 12
0 0 2 2 214 9 2 0 0 0 0.5 -9999 -9999 -9999 15
0 0 2 5 215 12 6 0 1 0.5 0.5 -9999 -9999 -9999 9
0 0 2 2 218 7 2 0 0 0 0.5 -9999 -9999 -9999 9
0 0 2 7 219 5 1 0 1 0.5 0.5 -9999 -9999 -9999 11
0 0 2 5 220 3 3 0 1 0.5 0.5 -9999 -9999 -9999 15
0 0 2 2 222 5 4 0 0 0 0.5 -9999 -9999 -9999 6
0 0 2 2 224 5 5 0 0 0 0.5 -9999 -9999 -9999 4
0 0 2 2 226 10 5 0 0 0 0.5 -9999 -9999 -9999 1
0 0 2 2 228 10 2 0 0 0 0.5 -9999 -9999 -9999 8
0 0 2 2 229 6 2 0 0 0 0.5 -9999 -9999 -9999 13
0 0 2 5 230 15 6 0 1 0.5 0.5 -9999 -9999 -9999 21
0 0 2 7 231 9 3 0 1 0.5 0.5 -9999 -9999 -9999 6
0 0 2 2 232 11 2 1 0 0 0.5 -9999 -9999 -9999 6
0 0 2 5 233 6 3 0 1 0.5 0.5 -9999 -9999 -9999 19
0 0 2 7 234 15 4 0 1 0.5 0.5 -9999 -9999 -9999 16
0 0 2 5 235 11 1 0 1 0.5 0.5 -9999 -9999 -9999 10
0 0 2 5 237 10 4 0 1 0.5 0.5 -9999 -9999 -9999 15
0 0 2 5 238 13 4 0 1 0.5 0.5 -9999 -9999 -9999 16
0 0 2 2 241 16 4 0 0 0 0.5 -9999 -9999 -9999 12
0 0 2 2 243 11 2 0 0 0 0.5 -9999 -9999 -9999 9
0 0 2 2 246 7 7 0 0 0 0.5 -9999 -9999 -9999 0
0 0 2 2 248 6 5 0 0 0 0.5 -9999 -9999 -9999 22
0 0 2 2 249 9 5 0 0 0 0.5 -9999 -9999 -9999 3
0 0 2 5 250 14 3 0 1 0.5 0.5 -9999 -9999 -9999 23
0 0 2 2 252 15 4 0 0 0 0.5 -9999 -9999 -9999 12
0 0 2 5 253 14 4 0 1 0.5 0.5 -9999 -9999 -9999 13
0 0 2 5 254 8 7 0 1 0.5 0.5 -9999 -9999 -9999 18
0 0 2 2 255 8 4 0 0 0 0.5 -9999 -9999 -9999 19
0 0 2 14 256 5 2 1 1 0.5 0.5 -9999 -9999 -9999 10
0 0 2 14 258 10 4 0 1 0.5 0.5 -9999 -9999 -9999 14
0 0 2 5 259 9 4 0 1 0.5 0.5 -9999 -9999 -9999 22
0 0 2 18 260 15 5 0 1 0.5 0.5 -9999 -9999 -9999 2
0 0 2 2 261 13 6 0 0 0 0.5 -9999 -9999 -9999 20
0 0 2 2 262 15 3 0 0 0 0.5 -9999 -9999 -9999 6
0 0 2 5 263 12 5 0 1 0.5 0.5 -9999 -9999 -9999 6
0 0 2 2 264 11 6 0 0 0 0.5 -9999 -9999 -9999 7
0 0 2 5 266 9 3 0 1 0.5 0.5 -9999 -9999 -9999 15
0 0 2 2 267 13 7 0 0 0 0.5 -9999 -9999 -9999 24
0 0 2 2 269 7 2 0 0 0 0.5 -9999 -9999 -9999 22
0 0 2 2 271 6 3 0 0 0 0.5 -9999 -9999 -9999 23
0 0 2 21 272 16 5 0 1 0.5 0.5 -9999 -9999 -9999 4
0 0 2 5 273 10 7 1 1 0.5 0.5 -9999 -9999 -9999 8
0 0 2 7 274 9 6 0 1 0.5 0.5 -9999 -9999 -9999 16
0 0 2 2 277 6 2 0 0 0 0.5 -9999 -9999 -9999 24
0 0 2 5 278 13 6 0 1 0.5 0.5 -9999 -9999 -9999 0
0 0 2 2 279 10 5 0 0 0 0.5 -9999 -9999 -9999 24
0 0 2 22 280 5 5 0 1 0.5 0.5 -9999 -9999 -9999 1
0 0 2 5 281 4 2 0 1 0.5 0.5 -9999 -9999 -9999 22
0 0 2 2 282 14 2 0 0 0 0.5 -9999 -9999 -9999 24
0 0 2 7 283 7 6 0 1 0.5 0.5 -9999 -9999 -9999 13
0 0 2 2 286 2 2 0 0 0 0.5 -9999 -9999 -9999 19
0 0 2 2 287 12 1 0 0 0 0.5 -9999 -9999 -9999 19
