sim gen PatchID NewPatchID ID Age AgeRecruit BreedPerf Disp DispProba FailInterc SucInterc FailSlope SucSlope NbProspPatch
0 0 0 0 2 10 2 1 0 0 0.5 0.05 -9999 -9999 19
0 0 0 0 3 14 8 1 0 0 0.5 0.05 -9999 -9999 1
0 0 0 0 5 13 9 1 0 0 0.5 0.05 -9999 -9999 17
0 0 0 0 6 8 7 0 0 0 0.5 0.05 -9999 -9999 14
0 0 0 0 7 11 3 0 0 0 0.5 0.05 -9999 -9999 6
0 0 0 0 8 6 2 1 0 0 0.5 0.05 -9999 -9999 19
0 0 0 0 9 9 3 0 0 0 0.5 0.05 -9999 -9999 19
0 0 0 9 10 7 6 0 1 0.309091 0.5 0.05 -9999 -9999 0
0 0 0 0 12 14 6 0 0 0 0.5 0.05 -9999 -9999 10
0 0 0 0 13 2 2 0 0 0 0.5 0.05 -9999 -9999 18
0 0 0 0 14 5 4 1 0 0 0.5 0.05 -9999 -9999 2
0 0 0 0 15 8 6 1 0 0 0.5 0.05 -9999 -9999 21
0 0 0 0 17 11 6 0 0 0 0.5 0.05 -9999 -9999 1
0 0 0 0 18 7 2 0 0 0 0.5 0.05 -9999 -9999 2
0 0 0 0 19 13 6 0 0 0 0.5 0.05 -9999 -9999 21
0 0 0 16 20 7 5 0 1 0.309091 0.5 0.05 -9999 -9999 17
0 0 0 0 21 15 4 1 0 0 0.5 0.05 -9999 -9999 21
0 0 0 22 23 8 1 0 1 0.309091 0.5 0.05 -9999 -9999 24
0 0 0 0 24 14 10 0 0 0 0.5 0.05 -9999 -9999 2
0 0 0 0 25 8 2 0 0 0 0.5 0.05 -9999 -9999 16
0 0 0 0 26 13 0 0 0 0 0.5 0.05 -9999 -9999 22
0 0 0 0 30 5 5 0 0 0 0.5 0.05 -9999 -9999 20
0 0 0 0 32 16 6 0 0 0 0.5 0.05 -9999 -9999 16
0 0 0 0 33 3 3 0 0 0 0.5 0.05 -9999 -9999 24
0 0 0 0 35 13 6 0 0 0 0.5 0.05 -9999 -9999 10
0 0 0 6 36 9 4 0 1 0.309091 0.5 0.05 -9999 -9999 16
0 0 0 0 38 10 5 1 0 0 0.5 0.05 -9999 -9999 1
0 0 0 0 41 15 5 1 0 0 0.5 0.05 -9999 -9999 13
0 0 0 0 45 7 5 1 0 0 0.5 0.05 -9999 -9999 2
0 0 0 0 46 7 3 1 0 0 0.5 0.05 -9999 -9999 3
0 0 0 0 47 7 6 1 0 0 0.5 0.05 -9999 -9999 8
0 0 0 0 49 16 9 1 0 0 0.5 0.05 -9999 -9999 3
0 0 0 0 52 12 4 1 0 0 0.5 0.05 -9999 -9999 13
0 0 0 0 53 12 7 0 0 0 0.5 0.05 -9999 -9999 17
0 0 0 0 54 9 9 0 0 0 0.5 0.05 -9999 -9999 12
0 0 0 0 57 11 4 1 0 0 0.5 0.05 -9999 -9999 13
0 0 0 0 58 14 6 0 0 0 0.5 0.05 -9999 -9999 18
0 0 0 0 60 8 6 0 0 0 0.5 0.05 -9999 -9999 14
0 0 0 0 61 8 5 0 0 0 0.5 0.05 -9999 -9999 10
0 0 0 0 62 8 7 1 0 0 0.5 0.05 -9999 -9999 23
0 0 0 0 65 6 3 0 0 0 0.5 0.05 -9999 -9999 13
0 0 0 0 66 7 4 1 0 0 0.5 0.05 -9999 -9999 5
0 0 0 15 67 6 6 0 1 0.309091 0.5 0.05 -9999 -9999 17
0 0 0 0 68 9 4 1 0 0 0.5 0.05 -9999 -9999 10
0 0 0 0 69 14 9 0 0 0 0.5 0.05 -9999 -9999 22
0 0 0 23 72 11 6 0 1 0.309091 0.5 0.05 -9999 -9999 20
0 0 0 0 77 12 12 0 0 0 0.5 0.05 -9999 -9999 17
0 0 0 23 79 10 6 0 1 0.309091 0.5 0.05 -9999 -9999 5
0 0 0 0 80 9 6 1 0 0 0.5 0.05 -9999 -9999 6
0 0 0 0 81 11 6 0 0 0 0.5 0.05 -9999 -9999 18
0 0 0 0 82 11 6 0 0 0 0.5 0.05 -9999 -9999 1
0 0 0 15 84 13 8 0 1 0.309091 0.5 0.05 -9999 -9999 6
0 0 0 0 86 14 5 1 0 0 0.5 0.05 -9999 -9999 10
0 0 0 0 87 13 6 1 0 0 0.5 0.05 -9999 -9999 0
0 0 0 0 88 14 8 1 0 0 0.5 0.05 -9999 -9999 9
0 0 0 0 89 8 2 0 0 0 0.5 0.05 -9999 -9999 21
0 0 0 0 90 15 10 0 0 0 0.5 0.05 -9999 -9999 23
0 0 0 0 91 13 7 1 0 0 0.5 0.05 -9999 -9999 9
0 0 0 21 96 7 5 0 1 0.309091 0.5 0.05 -9999 -9999 22
0 0 0 20 98 10 1 0 1 0.309091 0.5 0.05 -9999 -9999 2
0 0 0 0 99 14 8 1 0 0 0.5 0.05 -9999 -9999 5
0 0 0 0 2535 1 1 0 0 0 0.5 0.05 -9999 -9999 9
0 0 1 1 105 12 5 0 0 0 0.5 0.05 -9999 -9999 19
0 0 1 1 106 10 2 0 0 0 0.5 0.05 -9999 -9999 10
0 0 1 1 107 7 6 1 0 0 0.5 0.05 -9999 -9999 4
0 0 1 1 108 14 4 1 0 0 0.5 0.05 -9999 -9999 24
0 0 1 1 113 9 8 0 0 0 0.5 0.05 -9999 -9999 14
0 0 1 1 115 9 4 1 0 0 0.5 0.05 -9999 -9999 9
0 0 1 1 116 12 3 1 0 0 0.5 0.05 -9999 -9999 2
0 0 1 1 117 8 5 1 0 0 0.5 0.05 -9999 -9999 18
0 0 1 0 118 15 2 0 1 0.242857 0.5 0.05 -9999 -9999 2
0 0 1 1 119 10 9 0 0 0 0.5 0.05 -9999 -9999 3
0 0 1 1 120 12 7 1 0 0 0.5 0.05 -9999 -9999 15
0 0 1 1 122 10 4 0 0 0 0.5 0.05 -9999 -9999 16
0 0 1 1 123 16 6 1 0 0 0.5 0.05 -9999 -9999 0
0 0 1 1 124 14 5 1 0 0 0.5 0.05 -9999 -9999 22
0 0 1 1 125 6 3 0 0 0 0.5 0.05 -9999 -9999 16
0 0 1 1 126 11 3 0 0 0 0.5 0.05 -9999 -9999 7
0 0 1 23 127 14 3 0 1 0.242857 0.5 0.05 -9999 -9999 15
0 0 1 21 131 9 4 0 1 0.242857 0.5 0.05 -9999 -9999 24
0 0 1 1 133 16 7 1 0 0 0.5 0.05 -9999 -9999 14
0 0 1 1 134 10 8 1 0 0 0.5 0.05 -9999 -9999 6
0 0 1 1 135 9 6 1 0 0 0.5 0.05 -9999 -9999 12
0 0 1 1 136 4 4 0 0 0 0.5 0.05 -9999 -9999 3
0 0 1 1 138 10 2 0 0 0 0.5 0.05 -9999 -9999 4
0 0 1 21 140 16 5 1 1 0.05 0.5 0.05 -9999 -9999 24
0 0 1 1 141 11 6 1 0 0 0.5 0.05 -9999 -9999 19
0 0 1 1 142 7 6 1 0 0 0.5 0.05 -9999 -9999 11
0 0 1 1 143 16 9 1 0 0 0.5 0.05 -9999 -9999 19
0 0 1 1 144 13 1 1 0 0 0.5 0.05 -9999 -9999 17
0 0 1 1 145 14 8 0 0 0 0.5 0.05 -9999 -9999 7
0 0 1 1 146 14 7 0 0 0 0.5 0.05 -9999 -9999 21
0 0 1 1 147 7 4 1 0 0 0.5 0.05 -9999 -9999 21
0 0 1 1 148 10 9 1 0 0 0.5 0.05 -9999 -9999 22
0 0 1 1 149 15 8 1 0 0 0.5 0.05 -9999 -9999 19
0 0 1 1 150 12 4 1 0 0 0.5 0.05 -9999 -9999 22
0 0 1 1 153 5 3 1 0 0 0.5 0.05 -9999 -9999 21
0 0 1 1 154 12 6 0 0 0 0.5 0.05 -9999 -9999 6
0 0 1 1 155 13 5 1 0 0 0.5 0.05 -9999 -9999 13
0 0 1 8 158 11 5 0 1 0.242857 0.5 0.05 -9999 -9999 4
0 0 1 1 161 4 3 1 0 0 0.5 0.05 -9999 -9999 14
0 0 1 1 162 14 3 0 0 0 0.5 0.05 -9999 -9999 10
0 0 1 1 163 15 5 0 0 0 0.5 0.05 -9999 -9999 16
0 0 1 17 165 8 5 1 1 0.05 0.5 0.05 -9999 -9999 23
0 0 1 1 166 16 3 1 0 0 0.5 0.05 -9999 -9999 4
0 0 1 1 169 4 2 0 0 0 0.5 0.05 -9999 -9999 3
0 0 1 1 170 14 4 0 0 0 0.5 0.05 -9999 -9999 18
0 0 1 1 173 16 2 1 0 0 0.5 0.05 -9999 -9999 18
0 0 1 1 175 12 6 1 0 0 0.5 0.05 -9999 -9999 8
0 0 1 1 176 10 7 1 0 0 0.5 0.05 -9999 -9999 6
0 0 1 1 177 7 1 1 0 0 0.5 0.05 -9999 -9999 15
0 0 1 1 178 16 3 0 0 0 0.5 0.05 -9999 -9999 20
0 0 1 1 180 9 6 0 0 0 0.5 0.05 -9999 -9999 16
0 0 1 12 183 15 9 1 1 0.05 0.5 0.05 -9999 -9999 2
0 0 1 1 184 13 6 1 0 0 0.5 0.05 -9999 -9999 24
0 0 1 1 185 15 6 1 0 0 0.5 0.05 -9999 -9999 20
0 0 1 21 187 9 5 0 1 0.242857 0.5 0.05 -9999 -9999 6
0 0 1 1 189 13 5 1 0 0 0.5 0.05 -9999 -9999 9
0 0 1 1 190 9 4 1 0 0 0.5 0.05 -9999 -9999 3
